,Id,y
0,10000,-66.00242349023135
1,10001,451.4065044011538
2,10002,-461.67641706029815
3,10003,40.5012087537248
4,10004,-126.74472245403851
5,10005,-342.5345518192525
6,10006,-396.55554211358873
7,10007,335.54127907908793
8,10008,-99.51242087062451
9,10009,304.81253980627605
10,10010,68.89453048978609
11,10011,412.3691954559082
12,10012,54.94237102476771
13,10013,-17.005550754780124
14,10014,-597.849957572262
15,10015,443.5022887864142
16,10016,144.77448697804294
17,10017,-57.41116367253733
18,10018,134.38782757746299
19,10019,-108.98377598910898
20,10020,153.8248284250676
21,10021,611.7359836022034
22,10022,588.3896503384233
23,10023,-131.01679995801973
24,10024,-61.13562114122833
25,10025,-374.2484953169725
26,10026,74.15799307965435
27,10027,137.43837873610386
28,10028,420.08661179679086
29,10029,196.76562571344547
30,10030,268.44284980053345
31,10031,638.4749102511099
32,10032,127.37873138691735
33,10033,1.3491187583999433
34,10034,22.710453177406436
35,10035,342.2395345225651
36,10036,307.703966974172
37,10037,348.1382087009422
38,10038,-168.6528613073541
39,10039,-20.221130904618065
40,10040,-551.7499275731105
41,10041,-429.97180406674204
42,10042,261.8919587067431
43,10043,389.82042612922135
44,10044,-96.16562227356611
45,10045,-210.710801256327
46,10046,278.88186878401325
47,10047,-427.45330103104857
48,10048,-172.90325291756983
49,10049,467.264378355784
50,10050,-631.55873558744
51,10051,-355.5316593381776
52,10052,143.17327553860417
53,10053,69.19920259894172
54,10054,275.5882739767271
55,10055,-263.1886122041038
56,10056,167.49830723241172
57,10057,104.57789589014158
58,10058,230.07008661007717
59,10059,20.98802664457697
60,10060,-4.8225812625022675
61,10061,-201.922940810638
62,10062,560.0639265657709
63,10063,55.288476252448355
64,10064,671.3015746918345
65,10065,-493.7487382852292
66,10066,-279.3530367325921
67,10067,-53.71252761314604
68,10068,379.69819550097657
69,10069,315.0714108579844
70,10070,169.13001732614237
71,10071,-271.5993032690103
72,10072,783.8022226750345
73,10073,44.57731151554839
74,10074,57.40678005457913
75,10075,-161.07827414306877
76,10076,-220.66957847885698
77,10077,223.2412944292917
78,10078,352.66559554375687
79,10079,13.163291366266321
80,10080,-461.99414698573037
81,10081,305.37214669142475
82,10082,-230.5965617386102
83,10083,359.07444324254413
84,10084,-430.2605633759211
85,10085,-115.54882205546485
86,10086,-88.96006387867372
87,10087,-488.29018980804256
88,10088,-139.35033854713598
89,10089,57.33880810852551
90,10090,-190.33624272166466
91,10091,-6.508092914823634
92,10092,189.29107774701777
93,10093,346.60367818565584
94,10094,871.6273206485921
95,10095,-147.0135373865395
96,10096,443.48993777943133
97,10097,-30.498432974439098
98,10098,185.46345753445775
99,10099,-119.91717151732735
100,10100,43.57523800180935
101,10101,58.31857155224321
102,10102,-197.15246829839893
103,10103,-70.47160678841232
104,10104,-342.84605328866746
105,10105,-29.23358987371647
106,10106,49.522929296103484
107,10107,-16.2461441379117
108,10108,33.775069261607086
109,10109,-68.88307748324144
110,10110,25.863399493695823
111,10111,-617.3142842716968
112,10112,-185.90441301194977
113,10113,323.78310610938814
114,10114,-35.6621957221267
115,10115,-733.5297711613844
116,10116,-240.73856264735994
117,10117,-381.97314662424895
118,10118,75.31994462169476
119,10119,36.61032645911641
120,10120,-28.75627022502468
121,10121,-481.16062796859046
122,10122,408.85023042299036
123,10123,-765.0217471991642
124,10124,178.0726965163716
125,10125,-7.649879385671077
126,10126,134.79684623375874
127,10127,-477.4585142128695
128,10128,-248.7062530132369
129,10129,-361.8846572238647
130,10130,-18.75561174855396
131,10131,7.795604374434306
132,10132,-109.10598972538529
133,10133,-63.073745242195095
134,10134,591.8231837349172
135,10135,259.6126336966297
136,10136,-279.86583200876703
137,10137,93.2253594005187
138,10138,-427.2873154191355
139,10139,84.38656633089906
140,10140,-311.5446306441582
141,10141,11.419268612560046
142,10142,-297.8314684235842
143,10143,-331.9289709686445
144,10144,656.0132305257318
